"","Pynam","pycomnam","MODCAT","GENCAT","GenSci","GenCom","ANALCAT","AnalSci","AnalCom","COLLCAT","CollSci","Collcom"
"492","PLEURONECTIDAE LARVAE","RIGHTEYE FLOUNDER LARVAE","FISLAR","FISH","FISH","FISH","FISLAR","FISH LARVAE","FISH LARVAE","FISLAR","FISH LARVAE","FISH LARVAE"
"493","GLYPTOCEPHALUS CYNOGLOSSUS LARVAE","WITCH FLOUNDER LARVAE","FISLAR","FISH","FISH","FISH","FISLAR","FISH LARVAE","FISH LARVAE","FISLAR","FISH LARVAE","FISH LARVAE"
"494","LIMANDA FERRUGINEA LARVAE","YELLOWTAIL FLOUNDER  LARVAE","FISLAR","FISH","FISH","FISH","FISLAR","FISH LARVAE","FISH LARVAE","FISLAR","FISH LARVAE","FISH LARVAE"
"495","BALISTIDAE LARVAE","FILEFISH LARVAE","FISLAR","FISH","FISH","FISH","FISLAR","FISH LARVAE","FISH LARVAE","FISLAR","FISH LARVAE","FISH LARVAE"
"496","FISH OTOLITHS","OTOLITHS","FISOTO","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","FISOTO","FISH OTOLITHS","FISH OTOLITHS"
"497","FISH SCALES","SCALES","FISSCA","FISH","FISH","FISH","FISSCA","FISH SCALES","FISH SCALES","FISSCA","FISH SCALES","FISH SCALES"
"498","CLUPEA HARENGUS SCALES","ATLANTIC HERRING SCALES","FISSCA","FISH","FISH","FISH","FISSCA","FISH SCALES","FISH SCALES","FISSCA","FISH SCALES","FISH SCALES"
"499","FISTULARIA SP","CORNETFISHES","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","FISTSP","FISTULARIA SP","CORNETFISHES"
"500","FOETOREPUS AGASSIZI","SPOTFIN DRAGONET","LDEM","FISH","FISH","FISH","OTHFIS","OTHER FISH","OTHER FISH","FOEAGA","FOETOREPUS AGASSIZI","SPOTFIN DRAGONET"
"501","GADIDAE","CODFISHES","LDEM","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","GADFAM","GADIDAE","CODFISHES"
"502","GADIDAE OTOLITHS","CODFISHES OTOLITHS","LDEM","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","GADFAM","GADIDAE","CODFISHES"
"503","GADUS MORHUA","ATLANTIC COD","GADMOR","FISH","FISH","FISH","GADFAM","GADIDAE","CODFISHES","GADMOR","GADUS MORHUA","ATLANTIC COD"
"504","GADIFORMES",NA,"LDEM","FISH","FISH","FISH","GADORD","GADIFORMES","GADIDS - ORDER","GADORD","GADIFORMES",NA
"505","GAMMARIDEA","GAMMARID","BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"506","ACANTHONOTOZOMA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"507","ACANTHONOTOZOMA SERRATUM",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"508","AMPELISCIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"509","AMPELISCA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"510","AMPELISCA AGASSIZI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"511","AMPELISCA MACROCEPHALA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"512","AMPELISCA SPINIPES",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"513","AMPELISCA ESCHRICHTI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"514","AMPELISCA ABDITA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"515","AMPELISCA VADORUM",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"516","AMPELISCA VERRILLI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"517","AMPELISCA DECLIVITATIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"518","BYBLIS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"519","BYBLIS GAIMARDI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"520","BYBLIS SERRATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"521","HAPLOOPS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"522","HAPLOOPS TUBICOLA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"523","HAPLOOPS SETOSA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"524","AMPHILOCHIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"525","AMPITHOE SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"526","AMPITHOE RUBRICATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"527","CYMADUSA COMPTA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"528","AORIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"529","LEMBOS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"530","MICRODEUTOPUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"531","MICRODEUTOPUS GRYLLOTALPA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"532","LEPTOCHEIRUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"533","LEPTOCHEIRUS PINGUIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"534","LEPTOCHEIRUS PLUMULOSUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"535","UNCIOLA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"536","UNCIOLA INERMIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"537","UNCIOLA IRRORATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"538","UNCIOLA SERRATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"539","UNCIOLA DISSIMILIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"540","ARGISSA HAMATIPES",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"541","BATEA CATHARINENSIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"542","CALLIOPIIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"543","CALLIOPIUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"544","CALLIOPIUS LAEVIUSCULUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"545","COROPHIIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"546","COROPHIUM SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"547","COROPHIUM ACUTUM",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"548","COROPHIUM CRASSICORNE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"549","COROPHIUM INSIDIOSUM",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"550","ERICTHONIUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"551","ERICTHONIUS BRASILIENSIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"552","ERICTHONIUS RUBRICORNIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"553","PSEUDUNCIOLA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"554","PSEUDUNCIOLA OBLIQUUA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"555","EUSIRIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"556","EUSIRUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"557","RHACHOTROPIS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"558","RHACHOTROPIS OCULATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"559","RHACHOTROPIS ACULEATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"560","CASCO BIGELOWI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"561","GAMMARELLUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"562","GAMMAROPSIS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"563","GAMMARUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"564","GAMMARUS ANNULATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"565","GAMMARUS LAWRENCIANUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"566","GAMMARUS MUCRONATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"567","MAERA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"568","MAERA DANAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"569","MAERA LOVENI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"570","MELITA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"571","MELITA DENTATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"572","MELITA NITIDA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"573","ELASMOPUS LAEVIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"574","HAUSTORIIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"575","AMPHIPOREIA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"576","AMPHIPOREIA LAWRENCIANA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"577","AMPHIPOREIA VIRGINIANA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"578","AMPHIPOREIA GIGANTEA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"579","BATHYPOREIA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"580","BATHYPOREIA QUODDYENSIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"581","BATHYPOREIA PARKERI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"582","ACANTHOHAUSTORIUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"583","ACANTHOHAUSTORIUS MILLSI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"584","ACANTHOHAUSTORIUS SPINOSUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"585","PARAHAUSTORIUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"586","PARAHAUSTORIUS ATTENUATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"587","PARAHAUSTORIUS HOLMESI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"588","PARAHAUSTORIUS LONGIMERUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"589","PROTOHAUSTORIUS DEICHMANNAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"590","PROTOHAUSTORIUS WIGLEYI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"591","PSEUDOHAUSTORIUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"592","PSEUDOHAUSTORIUS BOREALIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"593","PSEUDOHAUSTORIUS CAROLINIENSIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"594","ISCHYROCERIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"595","ISCHYROCERUS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"596","ISCHYROCERUS ANGUIPES",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"597","JASSA FALCATA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"598","LILJEBORGIIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"599","LYSIANASSIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"600","ANONYX SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"601","ANONYX LILLJEBORGI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"602","ANONYX SARSI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"603","HIPPOMEDON SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"604","HIPPOMEDON PROPINQUUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"605","HIPPOMEDON SERRATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"606","HIPPOMEDON DENTICULATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"607","ORCHOMENELLA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"608","ORCHOMENELLA GROENLANDICA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"609","ORCHOMENELLA MINUTA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"610","ORCHOMENELLA PINGUIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"611","LYSIANOPSIS ALBA",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"612","PSAMMONYX SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"613","PSAMMONYX NOBILIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"614","MELPHIDIPPIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"615","MELPHIDIPPA SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"616","OEDICEROTIDAE",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"617","MONOCULODES SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"618","MONOCULODES EDWARDSI",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"619","MONOCULODES BOREALIS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"620","MONOCULODES TESSELATUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"621","MONOCULODES INTERMEDIUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"622","PAROEDICEROS SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"623","PAROEDICEROS LYNCEUS",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"624","SYNCHELIDIUM SP",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
"625","SYNCHELIDIUM AMERICANUM",NA,"BENINV","ARTHRO","ARTHROPODA","ARTHROPODA","AMPHIP","AMPHIPODA","AMPHIPODA","GAMMAR","GAMMARIDEA","GAMMARIDEA"
